record_type,arm,map,threshold,tpr,fpr,precision,recall,size_stratum,image_count,macro_image_pixel_auroc,macro_image_pixel_ap,positive_negative_mean_margin,p01_positive_minus_p99_negative,component_count,component_area_mean_pixels,compactness_mean,boundary_area_ratio_mean
curve,H,raw,0.16406500343327993,0.7447497558514047,0.001076657609600554,0.7940875473694714,0.7447497558514047,,,,,,,,,,
curve,H,raw,0.15625238422217136,0.7470244341364664,0.0010918179438551738,0.7922941036613577,0.7470244341364664,,,,,,,,,,
curve,H,raw,0.1484397650110628,0.7493827494443113,0.0011082384613939357,0.7903495807765496,0.7493827494443113,,,,,,,,,,
curve,H,raw,0.14062714579995422,0.7517917444351065,0.0011254216758309408,0.788324832715403,0.7517917444351065,,,,,,,,,,
curve,H,raw,0.13281452658884565,0.7543064516480069,0.001143293050878406,0.7862456435096152,0.7543064516480069,,,,,,,,,,
curve,H,raw,0.1250019073777371,0.7568895608869753,0.001162457543848801,0.7840179839548598,0.7568895608869753,,,,,,,,,,
curve,H,raw,0.11718928816662852,0.7595734076552438,0.0011827400811359387,0.7816792056373053,0.7595734076552438,,,,,,,,,,
curve,H,raw,0.10937666895551995,0.7624360324461902,0.001204674550568589,0.7791749703862246,0.7624360324461902,,,,,,,,,,
curve,H,raw,0.10156404974441138,0.7654768134232136,0.001228285219775332,0.7765087515395424,0.7654768134232136,,,,,,,,,,
curve,H,raw,0.09375143053330282,0.7685841309165032,0.0012541441114298504,0.7735826383188593,0.7685841309165032,,,,,,,,,,
curve,H,raw,0.08593881132219425,0.7718845286742848,0.001281987748421842,0.7704721189879506,0.7718845286742848,,,,,,,,,,
curve,H,raw,0.07812619211108568,0.7754243335233044,0.0013126810983699955,0.7670797261498363,0.7754243335233044,,,,,,,,,,
curve,H,raw,0.07031357289997711,0.779272880244531,0.0013476334171340194,0.7632474970377388,0.779272880244531,,,,,,,,,,
curve,H,raw,0.06250095368886854,0.7834469584261813,0.0013871463166691277,0.7589644548285572,0.7834469584261813,,,,,,,,,,
curve,H,raw,0.054688334477759976,0.7878955774670046,0.0014321211660368804,0.7541305300773774,0.7878955774670046,,,,,,,,,,
